-7396.753906
-7395.628906
-7366.387207
-7365.201172
-7365.286621
-7328.151855
-7318.057617
-7264.150879
-7216.629883
-7177.233398
-7177.457031
-7174.058105
-7173.381836
-7152.188965
-7151.988770
-7138.970215
-7132.116211
-7132.416016
-7126.895996
-7124.420898
-7123.384766
-7123.798340
-7120.288086
-7106.145996
-7101.280762
-7101.676758
-7096.556641
-7021.240234
-6992.811035
-6972.810059
-6876.941895
-6825.905762
-6824.355957
-6762.031250
-6749.369141
-6748.675781
-6748.840332
-6745.472168
-6744.009766
-6743.611816
-6741.546875
-6740.097168
-6454.259277,-3529.955566,-25.472799
-6453.404785,-3535.699951,-26.485399
-6451.535156,-3520.966797,-26.967899
-6450.328613,-3538.277344,-26.421900
-6449.797852,-3513.938721,-27.501699
-6448.710449,-3578.874512,-34.758202
-6446.769531,-3532.703613,-22.318600
-6445.404785,-3524.533691,-26.977200
-6441.533691,-3541.273926,-24.313801
-6441.755859,-3513.075195,-27.412600
-6434.228027,-3460.090088,-1.880000
-6434.615723,-3509.519531,-27.556000
-6433.756348,-3504.261963,-26.779301
-6431.604492,-3523.788086,-27.294800
-6430.951660,-3513.806152,-27.284300
-6424.344727,-3519.986084,-27.424000
-6415.236328,-3432.207031,-5.986600
-6395.100098
-6368.428711,-3670.323975,-23.893101
-6364.505859,-3628.330811,-24.793400
-6362.415527,-3548.394775,-25.961201
-6362.697266,-3537.582031,-27.125000
-6361.184570,-3705.067139,-25.356199
-6355.014160,-3692.805176,-24.725599
-6355.853027,-3692.155762,-24.853500
-6355.888184,-3693.704346,-25.049999
-6354.996582,-3611.747559,-25.577579
-6347.647461,-3734.511230,-23.827299
-6345.237305,-3665.215820,-15.804300
-6345.924805,-3619.279541,-24.404100
-6341.224121,-3593.901123,-26.313999
-6337.191406,-3478.440430,-26.906601
-6337.200195
-6331.544434,-3529.016846,-27.722200
-6328.156738,-3445.910889,-24.810900
-6327.194336,-3446.296387,-24.692699
-6327.506836,-3685.916992,-13.352000
-6327.549316,-3446.054199,-24.751301
-6325.940918,-3671.487549,-13.460160
-6319.175781,-3388.502197,-16.179501
-6315.165039,-3790.296875,-28.261999
-6313.008789,-3815.637207,-28.530899
-6306.004883,-3760.765869,-19.492500
-6305.127930,-3695.242920,-11.824000
-6305.834961,-3695.612061,-11.868000
-6301.130859,-3626.461426,-24.003401
-6293.621094,-3664.562012,12.242000
-6290.822266,-3830.285889,-28.436399
-6285.022949,-3725.157959,-15.688800
-6285.223145,-3728.041992,-16.988199
-6283.621094,-3725.374268,-15.405500
-6279.228027,-3599.262207,-28.126801
-6279.927734,-3600.375000,-28.022499
-6278.144043,-3580.771484,-32.740799
-6278.859863,-3575.350098,-34.279999
-6277.291016,-3576.969971,-30.993000
-6277.852539,-3599.121094,-27.338100
-6276.041504,-3580.163574,-32.857101
-6276.594727,-3577.626709,-33.476200
-6276.749512,-3576.163574,-33.864498
-6275.398438,-3573.757324,-34.598400
-6275.646973,-3600.437744,-28.244499
-6274.077148,-3576.639893,-33.681702
-6274.470215,-3600.879883,-30.785999
-6274.782715,-3601.470703,-28.031099
-6273.796387,-3579.371582,-32.999699
-6272.181641,-3588.963623,-31.197100
-6272.827637,-3582.759277,-32.139301
-6271.061035,-3580.173096,-31.733999
-6271.558105,-3582.378662,-32.125900
-6271.803223,-3603.472656,-28.206760
-6269.767090,-3581.831543,-32.089100
-6268.285156,-3565.691162,-34.326500
-6268.576660,-3565.378906,-34.359402
-6268.845215,-3591.395752,-31.185740
-6267.513184,-3591.733154,-31.149099
-6265.377441,-3566.537842,-34.329800
-6264.466797,-3591.404297,-31.149900
-6263.055664,-3566.971924,-34.167301
-6263.066895,-3590.538086,-25.632000
-6263.188477,-3599.436523,-30.833429
-6263.717773,-3592.062012,-31.100201
-6262.712402,-3594.578613,-30.905800
-6261.524902,-3594.273926,-27.986000
-6256.081543,-3593.451416,-30.230700
-6255.190430,-3397.910645,-7.293500
-6255.299805,-3566.577881,-29.893999
-6249.350098,-3576.904053,-25.393101
-6247.755859,-3577.165039,-25.049999
-6245.826660,-3648.483398,-11.578700
-6244.367676,-3587.909668,-25.481400
-6241.790039
-6235.710449,-3523.105957,-31.665199
-6234.588379,-3520.693115,-31.724701
-6233.124023,-3815.667725,-20.535000
-6233.511719,-3518.841797,-20.413670
-6231.165039,-3522.531006,-30.764099
-6230.080566,-3523.847900,-30.184401
-6230.602539,-3521.088623,-30.892799
-6228.208984,-3521.286621,-30.401400
-6227.007324,-3424.971680,5.537800
-6223.486328,-3788.698730,-17.478001
-6212.486816,-3679.169189,14.103900
-6209.417969,-3545.610352,-20.813801
-6207.011230,-3548.124268,-20.502399
-6207.196777,-3544.421143,-20.346001
-6207.802734,-3546.229492,-20.682600
-6206.129395,-3743.280029,-17.343599
-6206.191895,-3545.853516,-20.547300
-6204.065430,-3814.027344,-26.445900
-6180.275879,-3753.958984,-26.802900
-6179.223633,-3403.188477,18.291000
-6163.841797,-3777.767822,-26.153999
-6157.218262,-3479.950928,31.385000
-6154.697266,-3808.230957,-34.354500
-6148.506836,-3799.613037,-30.702999
-6148.884766,-3417.627197,18.001400
-6145.500000,-3799.162598,-33.736198
-6141.334473,-3752.403809,-27.343300
-6140.799805,-3161.500000,0.600000
-6138.050293,-3198.812500,0.189000
-6137.643066,-3800.069824,-34.521599
-6135.068359,-3198.220459,-0.186900
-6135.869629,-3456.155518,32.417801
-6132.628906,-3057.041504,-2.268000
-6132.808105,-3642.106201,15.583600
-6132.982910,-3646.928467,16.421900
-6131.575684,-3763.152588,-22.565701
-6130.249512,-3643.750000,15.920300
-6128.848633,-3407.777100,23.687300
-6124.014160,-3068.765137,-2.067713
-6124.165039,-3149.444580,-1.279500
-6122.494629,-3075.691895,-2.064768
-6122.993164,-3247.174316,-4.176200
-6121.163086,-3064.599121,-2.067776
-6118.400391,-3068.402100,-2.067776
-6118.553223,-3080.812988,-2.063498
-6117.130371,-3087.674561,-2.121252
-6117.274414,-3071.856934,-2.067940
-6117.521484,-3497.673584,3.485400
-6117.748535,-3059.419189,-2.082262
-6117.797363,-3520.577881,2.859500
-6115.640137,-3065.075928,-2.067775
-6114.802246,-3061.887207,-2.067776
-6113.860352,-3072.193848,-2.072676
-6112.034180,-3061.849121,-2.067775
-6112.601563,-3093.105225,-2.390200
-6112.706543,-3079.291016,-2.098177
-6111.232910,-3060.167969,-2.067775
